"year","item_code","description","value"
1987,"","Total Ingresos Tributarios",2517050000
1987,"1","uso de servicio",50348000
1988,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",431150000
1988,"020","Derecho de Exportación",377796000
1988,"010","Derecho de Importación",214330000
1988,"010","IMPUESTOS SOBRE LA RENTA",560799000
1988,"","Imp. sobre la renta",560799000
1988,"020","Impuesto Sobre Patrimonio",119818000
1988,"030","Impuestos Sobre Transferencia de Propiedades",58491000
1988,"","Impuestos sobre el comercio exterior",592126000
1988,"","Impuestos sobre la propiedad",178309000
1988,"","Impuestos sobre transacciones internas",1200617000
1988,"","Ingresos No Tributarios y Otros Ingresos Corrientes",271703000
1988,"","Ingresos de Capital",364277000
1988,"2","No Tributarios y otros",271703000
1988,"","Otros",0
1988,"4","Otros impuestos y gravamenes",11204000
1988,"3","Timbres fiscales",707100000
1988,"","Total General de Ingresos (Corrientes + Capital)",3167831000
1988,"","Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",2803554000
1988,"","Total Ingresos No Tributarios",635980000
1988,"","Total Ingresos Tributarios",2531851000
1988,"1","uso de servicio",51163000
1989,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",429400000
1989,"020","Derecho de Exportación",132763000
1989,"010","Derecho de Importación",312759000
1989,"010","IMPUESTOS SOBRE LA RENTA",581384000
1989,"","Imp. sobre la renta",581384000
1989,"020","Impuesto Sobre Patrimonio",118816000
1989,"030","Impuestos Sobre Transferencia de Propiedades",57840000
1989,"","Impuestos sobre el comercio exterior",445522000
1989,"","Impuestos sobre la propiedad",176656000
1989,"","Impuestos sobre transacciones internas",1253713000
1989,"","Ingresos No Tributarios y Otros Ingresos Corrientes",166302000
1989,"","Ingresos de Capital",706661000
1989,"2","No Tributarios y otros",166302000
1989,"","Otros",0
1989,"4","Otros impuestos y gravamenes",11930000
1989,"3","Timbres fiscales",763930000
1989,"","Total General de Ingresos (Corrientes + Capital)",3330238000
1989,"","Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",2623577000
1989,"","Total Ingresos No Tributarios",872963000
1989,"","Total Ingresos Tributarios",2457275000
1989,"1","uso de servicio",48453000
1990,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",477122000
1990,"020","Derecho de Exportación",255376000
1990,"010","Derecho de Importación",464764000
1990,"010","IMPUESTOS SOBRE LA RENTA",725486000
1990,"","Imp. sobre la renta",725486000
1990,"020","Impuesto Sobre Patrimonio",124879000
1990,"030","Impuestos Sobre Transferencia de Propiedades",72300000
1990,"","Impuestos sobre el comercio exterior",720140000
1990,"","Impuestos sobre la propiedad",197179000
1990,"","Impuestos sobre transacciones internas",1557943000
1990,"","Ingresos No Tributarios y Otros Ingresos Corrientes",166276000
1990,"","Ingresos de Capital",1425719000
1990,"2","No Tributarios y otros",166276000
1990,"","Otros",0
1990,"4","Otros impuestos y gravamenes",19746000
1990,"3","Timbres fiscales",1009687000
1990,"","Total General de Ingresos (Corrientes + Capital)",4792743000
1990,"","Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",3367024000
1990,"","Total Ingresos No Tributarios",1591995000
1990,"","Total Ingresos Tributarios",3200748000
1990,"1","uso de servicio",51388000
