"year","item_code","description","value"
1960,"720","Intereses y Dividendos",849724.76
1960,"740","Tasaciones Especiales (Pavimentación)",170696.77
1960,"750","Donaciones, Donativos y Aportaciones",2094065.86
1960,"755","Donativos de Inst. Autónomas",2066210.11
1960,"760","Otras Rentas N. C.",304755.31
1960,"90","Otros Impuestos",2314906.39
1960,"91","De Alcabala",1565863.17
1960,"92","Sobre Establecimientos Comerciales",175230
1960,"93","Cédulas de Vecindad",92107.89
1960,"94","De Migración",70476
1960,"95","""Visto Bueno"" en Ventas de Ganado",60163.22
1960,"96","Ingresos por Exhibición de Películas",86264.24
1960,"99","Otros Impuestos N. C.",264801.87
1960,NA,"TOTAL INGRESOS ORDINARIOS",170546506.01
1961,"0","IMPUESTOS (TAXES)",141451033.95
1961,"019-1","Sobre Artículos Manufacturados Diversos",6613068.96
1961,"019-2","Sobre Animales y Transacciones Especiales",6377.29
1961,"10","Derechos de Importación",57888112.46
1961,"100","VENTA DE MERCADERIAS Y PRODUCTOS",1215102.9
1961,"1000","TOTAL GENERAL DE INGRESOS",161124288.23
1961,"11","Sobre Productos Alimenticios",4112281.83
1961,"111","Envases y Tapones de Seguridad",1000236.12
1961,"112","Papel para Cigarrillos",104920
1961,"119","Artículos Estancados N. C.",9930.56
1961,"12","Sobre Bebidas y Tabacos",2418163.21
1961,"120","Formularios y Publicaciones Oficiales",43768.58
1961,"13","Sobre Materiales Crudos",155095.22
1961,"14","Sobre Combustibles y Lubricantes",14315087.99
1961,"140","Armas de Fuego y Municiones",4015.18
1961,"15","Sobre Aceites y Mantecas (Animal/Veg)",692674.93
1961,"150","Productos Agrícolas y Lácteos",33184.38
1961,"16","Sobre Productos Químicos",5956218.37
1961,"17","Sobre Artículos Manufacturados (Material)",17682571.62
1961,"18","Sobre Maquinaria y Material de Transporte",5936573.04
1961,"190","Mercaderías y Productos N. C.",13710.11
1961,"20","Derechos de Exportación",22972171.74
1961,"200","PRESTACION DE SERVICIOS",7834065.01
1961,"21","Sobre el Café",22344669.06
1961,"211","Teléfonos",3275528.09
1961,"212","Correos",1412702.61
1961,"213","Telégrafos",425569.34
1961,"214","Cablegramas",319633.36
1961,"215","Radiotelegrafía Internacional",576416.46
1961,"216","Radiotelefonía Internacional",222229.28
1961,"22","Sobre el Camarón",605669.65
1961,"221","Eventos Deportivos",71675.7
1961,"229","Espectáculos Públicos N. C.",29352.49
1961,"231","Almacenaje en Aduanas",594462.04
1961,"239","Servicios Aduaneros N. C.",65748.85
1961,"250","Muelles y Puentes",667137.62
1961,"270","Servicios Agrícolas",19116.67
1961,"29","Sobre Mercaderías N. C.",21833.03
1961,"293","Servicio de Imprenta",108845.17
1961,"30","Artículos Manufacturados y de Consumo",29818007.49
1961,"300","DERECHOS, LICENCIAS, CONCESIONES",2249146
1961,"31","Sobre Productos Alcohólicos",18120741.51
1961,"311","Visación y Auténtica de Documentos",957171.68
1961,"312","Registro de Marcas y Patentes",103884.94
1961,"313","Exámenes y Matrículas de Estudiantes",155794
1961,"32","Sobre Cigarrillos",8464778
1961,"33","Sobre Azúcar",2070000
1961,"332","Patentes de Aguardiente y Alcohol",183473
1961,"333","Patentes de Licores Extranjeros",187682.2
1961,"34","Sobre Bebidas Gaseosas",762763.14
1961,"341","Licencias de Motoristas",127988
1961,"359","Concesiones N. C.",222863.6
1961,"361","Permisos Instalaciones Eléctricas",68870.5
1961,"40","Impuestos Sobre la Renta y de Vialidad",19076396.02
1961,"400","MULTAS Y COMISOS",1076214.23
1961,"41","Sobre la Renta",15409675.22
1961,"411","De Tránsito y Policía",286289.25
1961,"413","Aduaneras",55126.45
1961,"415","Recargos Impuesto sobre la Renta",276342.16
1961,"422","Venta de Mercaderías Abandonadas",83091.33
1961,"45","De Vialidad (Serie ""A"")",3666720.8
1961,"50","Especies Fiscales e Impuestos por Servicios",5196793.79
1961,"51","Timbres Fiscales",2847144.24
1961,"52","Papel Sellado",1178415.06
1961,"54","Otras Especies Fiscales",82755.58
1961,"55","Sobre Pasajes Marítimos y Aéreos",523214.36
1961,"56","Sobre Primas de Seguros",170200.94
1961,"57","Sobre Espectáculos Públicos",395063.61
1961,"60","Impuestos de Sucesiones y Donaciones",2141085.53
1961,"70","Impuestos por Matrículas de Vehículos",1715622.75
1961,"700","OTRAS RENTAS (MISCELLANEOUS)",4259577.53
1961,"713","Edificios y Construcciones",53524.44
1961,"722","Préstamos e Inversiones",723813.85
1961,"741","Impuesto de Pavimentación",181628.11
1961,"755","Donativos de Inst. Autónomas",2618894.59
1961,"760","Otras Rentas N. C.",274311.18
1961,"800","VENTA/DAÑO PROPIEDAD FISCAL",8720
1961,"90","Otros Impuestos",2642844.17
1961,"900","INGRESOS NO RENTAS",3030428.61
1961,"91","De Alcabala",1785388.84
1961,"92","Establecimientos Comerciales (Timbre)",172998.54
1961,"94","De Migración",87451
1961,"940","Devolución Gastos Años Anteriores",2415910.01
1961,"95","""Visto Bueno"" en Ventas de Ganado",62932.13
1961,"96","Ingresos por Exhibición de Películas",93904.76
1961,"960","Traspaso de Otros Fondos",585338.49
1961,"97","Derechos de Cédulas de Identidad",170284.49
1961,"99","Otros Impuestos N. C.",269884.41
1961,NA,"TOTAL INGRESOS ORDINARIOS",158085139.62
1962,"0","IMPUESTOS (TAXES)",151976335.35
1962,"019-1","Sobre Artículos Manufacturados Diversos",6543149.86
1962,"019-2","Sobre Animales y Transacciones Especiales",5304.71
1962,"10","Derechos de Importación",60015098.23
1962,"100","VENTA DE MERCADERIAS Y PRODUCTOS",1288933.44
1962,"1000","TOTAL GENERAL DE INGRESOS",171677979.17
1962,"11","Sobre Productos Alimenticios",4411791.23
1962,"110","Artículos Estancados (Total)",1143333.15
1962,"111","Envases y Tapones de Seguridad",1043668.44
1962,"112","Papel para Cigarrillos",84500
1962,"119","Artículos Estancados N. C.",15164.71
1962,"12","Sobre Bebidas y Tabacos",2054229.68
1962,"120","Formularios y Publicaciones Oficiales",50733.95
1962,"13","Sobre Materiales Crudos (no comestibles)",140853.65
1962,"130","Artículos y Materiales de Construcción",5751.05
1962,"14","Sobre Combustibles y Lubricantes",14650928.92
1962,"140","Armas de Fuego y Municiones",18173.8
1962,"15","Sobre Aceites y Mantecas (Animal/Veg)",905251.87
1962,"150","Productos Agrícolas y Lácteos",60705
1962,"16","Sobre Productos Químicos",5793875.47
1962,"17","Sobre Artículos Manufacturados (Material)",19364340.35
1962,"18","Sobre Maquinaria y Material de Transporte",6145372.49
1962,"190","Mercaderías y Productos N. C.",10236.49
1962,"20","Derechos de Exportación",21087845.96
1962,"200","PRESTACION DE SERVICIOS",8377200.13
1962,"21","Sobre el Café",19930410.01
1962,"210","Servicios de Comunicaciones (Total)",7236928.63
1962,"211","Teléfonos",4067291.63
1962,"212","Correos",1520237.96
1962,"213","Telégrafos",487643.15
1962,"214","Cablegramas",401226.42
1962,"215","Radiotelegrafía Internacional",561849.63
1962,"216","Radiotelefonía Internacional",190371.94
1962,"219","Servicios de Comunicaciones N. C.",8307.9
1962,"22","Sobre el Camarón",1145745.31
1962,"220","Espectáculos Públicos (Total)",50178.96
1962,"221","Eventos Deportivos",32163.54
1962,"229","Servicios de Espectáculos N. C.",18015.42
1962,"230","Servicios de Aduana (Total)",423941.67
1962,"231","Almacenaje en Aduanas",348656.21
1962,"239","Servicios Aduaneros N. C.",75285.46
1962,"250","Muelles y Puentes",444393.97
1962,"270","Servicios Agrícolas",38915.69
1962,"29","Sobre Mercaderías N. C.",11690.64
1962,"290","Otros Servicios (Total)",182841.21
1962,"291","Laboratorios",15405.96
1962,"292","Construcción",6571
1962,"293","Imprenta",114226.52
1962,"295","Pensionado",27801.75
1962,"299","Prestación de Otros Servicios N. C.",18835.98
1962,"30","Artículos Manufacturados y de Consumo",32114979.08
1962,"300","DERECHOS, LICENCIAS, CONCESIONES",2136969.61
1962,"31","Sobre Productos Alcohólicos",19335987.21
1962,"310","Derechos Generales (Total)",1263913.19
1962,"311","Visación y Auténtica de Documentos",987647.32
1962,"312","Registro de Marcas y Patentes",101497.37
1962,"313","Exámenes y Matrículas de Estudiantes",170160.5
1962,"319","Derechos Generales N. C.",4608
1962,"32","Sobre Cigarrillos",8501921.82
1962,"33","Sobre Azúcar",3023328
1962,"330","Matrículas de Comercio (Total)",544919.17
1962,"331","Licencias de Farmacias y Lab.",32121
1962,"332","Patentes de Aguardiente y Alcohol",197494.67
1962,"333","Patentes de Licores Extranjeros",179023.5
1962,"334","Matrículas de Seguros",14000
1962,"339","Matrículas de Comercio N. C.",122280
1962,"34","Sobre Bebidas Gaseosas",838908
1962,"340","Matrículas no Comerciales (Total)",126885
1962,"341","Licencias de Motoristas",126885
1962,"350","Concesiones (Total)",202027
1962,"359","Concesiones N. C.",202027
1962,"360","Permisos (Total)",109263.25
1962,"361","Instalaciones Eléctricas",49180
1962,"369","Permisos N. C.",60083.25
1962,"40","Impuestos Sobre la Renta y de Vialidad",26796816.5
1962,"400","MULTAS Y COMISOS",1369809.55
1962,"41","Sobre la Renta",23110256.87
1962,"410","Multas (Total)",1286871.16
1962,"411","De Tránsito y Policía",342707.79
1962,"412","Infracción Leyes de Licores",40373.13
1962,"413","Aduaneras",183991.67
1962,"415","Recargos Impuesto sobre la Renta",428700.22
1962,"416","Recargos Impuesto de Vialidad",157496.63
1962,"419","Multas N. C.",133601.72
1962,"420","Comisos (Total)",82938.39
1962,"421","Venta de Mercaderías Decomisadas",1458.68
1962,"422","Venta de Mercaderías Abandonadas",81479.71
1962,"45","De Vialidad (Serie ""A"")",3686559.63
1962,"50","Especies Fiscales e Impuestos por Servicios",5553539.37
1962,"51","Timbres Fiscales",3106868.66
1962,"52","Papel Sellado",1154467.65
1962,"54","Otras Especies Fiscales",79200.02
1962,"55","Sobre Pasajes Marítimos y Aéreos",617432.78
1962,"56","Sobre Primas de Seguros",180980.27
1962,"57","Sobre Espectáculos Públicos",414589.99
1962,"60","Impuestos de Sucesiones y Donaciones",2101901.52
1962,"70","Impuestos por Matrículas de Vehículos",2249553.5
1962,"700","OTRAS RENTAS (MISCELLANEOUS)",3274440.38
1962,"710","Arrendamientos (Total)",51325.88
1962,"711","De Predios Rústicos",120
1962,"713","De Edificios y Construcciones",36834.7
1962,"714","De Equipo",9474.4
1962,"719","Arrendamientos N. C.",4896.78
1962,"720","Intereses y Dividendos (Total)",110793.48
1962,"722","Sobre Préstamos e Inversiones",104246.31
1962,"729","Intereses y Dividendos N. C.",6522.16
1962,"740","Tasaciones Especiales (Total)",213265.75
1962,"741","Impuesto de Pavimentación",213265.75
1962,"750","Donaciones, Donativos, Aportaciones",2412379.99
1962,"751","Donaciones Gobiernos Extranjeros",2940
1962,"753","Aportaciones Dependencias Guber.",37864.75
1962,"755","Donativos de Inst. Autónomas",2371575.24
1962,"760","Otras Rentas N. C.",486675.28
1962,"800","VENTA/DAÑO PROPIEDAD FISCAL",2923.15
1962,"90","Otros Impuestos",2056601.19
1962,"900","INGRESOS QUE NO SON RENTA",3071367.56
1962,"91","De Alcabala",1311404.73
1962,"92","Sobre Establecimientos Comerciales",168264.85
1962,"94","De Migración",87212
1962,"940","Devolución Gastos Años Anteriores",3048776.59
1962,"95","""Visto Bueno"" en Ventas de Ganado",67567.6
1962,"96","Ingresos por Exhibición de Películas",91750.8
1962,"97","Derechos de Cédulas de Identidad",79273.15
1962,"99","Otros Impuestos N. C.",251128.06
1962,"990","Resultas de Cuentas (Total)",22590.97
1962,"992","Liquidación de Resultas de Cuentas",12243.53
1962,"993","Liquidación Responsabilidades Pend.",10347.44
1962,NA,"TOTAL INGRESOS ORDINARIOS",168603688.46
1963,"0","IMPUESTOS (TAXES)",164034140.89
1963,"019-1","Sobre Artículos Manufacturados Diversos",7238147.49
1963,"019-2","Sobre Animales y Transacciones Especiales",8129.71
1963,"10","Derechos de Importación",60236913.74
1963,"100","VENTA DE MERCADERIAS Y PRODUCTOS",1173049.27
1963,"1000","TOTAL GENERAL DE INGRESOS",181198125.64
1963,"11","Sobre Productos Alimenticios",3986948
1963,"111","Envases y Tapones de Seguridad",1015728.2
1963,"112","Papel para Cigarrillos",77409
1963,"119","Artículos Estancados N. C.",20239.35
1963,"12","Sobre Bebidas y Tabacos",2282779.44
1963,"120","Formularios y Publicaciones Oficiales",41117.89
1963,"13","Sobre Materiales Crudos (No Comestibles)",92282.28
1963,"130","Artículos y Materiales de Construcción",671.96
1963,"14","Sobre Combustibles y Lubricantes",11259891.17
1963,"15","Sobre Aceites y Mantecas (Animal/Veg)",685976.34
1963,"150","Productos Agrícolas y Lácteos",13451.47
1963,"16","Sobre Productos Químicos",5874433.45
1963,"17","Sobre Artículos Manufacturados (Material)",19411352.51
1963,"18","Sobre Maquinaria y Material de Transporte",9396973.35
1963,"190","Mercaderías y Productos N. C.",4431.4
1963,"20","Derechos de Exportación",22676973.69
1963,"200","PRESTACION DE SERVICIOS",7692707.54
1963,"21","Sobre el Café",21632494.67
1963,"211","Teléfonos",3251400.35
1963,"212","Correos",1622443.97
1963,"213","Telégrafos",NA
1963,"214","Cablegramas",NA
1963,"215","Radiotelegrafía Internacional",NA
1963,"216","Radiotelefonía Internacional",228455.71
1963,"22","Sobre el Camarón",1025925.02
1963,"221","Eventos Deportivos",NA
1963,"229","Espectáculos Públicos N. C.",NA
1963,"231","Almacenaje en Aduanas",NA
1963,"239","Servicios Aduaneros N. C.",NA
1963,"250","Muelles y Puentes",NA
1963,"270","Servicios Agrícolas",NA
1963,"29","Sobre Mercaderías N. C.",18554
1963,"293","Servicio de Imprenta",NA
1963,"30","Artículos Manufacturados y de Consumo",38890084.83
1963,"300","DERECHOS, LICENCIAS, CONCESIONES",2456656.12
1963,"31","Sobre Productos Alcohólicos",21056215.94
1963,"311","Visación y Auténtica de Documentos",NA
1963,"312","Registro de Marcas y Patentes",NA
1963,"313","Exámenes y Matrículas de Estudiantes",NA
1963,"32","Sobre Cigarrillos",8905899.82
1963,"33","Sobre Azúcar",3399883.5
1963,"332","Patentes de Aguardiente y Alcohol",NA
1963,"333","Patentes de Licores Extranjeros",NA
1963,"34","Sobre Bebidas Gaseosas",911350
1963,"341","Licencias de Motoristas",NA
1963,"359","Concesiones N. C.",NA
1963,"36","Sobre Consumo de Harina",804755.24
1963,"361","Permisos Instalaciones Eléctricas",NA
1963,"37","Sobre Petróleo Elaborado en el País",3306057.03
1963,"40","Impuestos Sobre la Renta y de Vialidad",28190920.72
1963,"400","MULTAS Y COMISOS",1669521.02
1963,"41","Sobre la Renta",24238187
1963,"411","De Tránsito y Policía",NA
1963,"413","Aduaneras",NA
1963,"415","Recargos Impuesto sobre la Renta",NA
1963,"416","Recargos Impuesto de Vialidad",NA
1963,"45","De Vialidad (Serie ""A"")",3952733.72
1963,"50","Especies Fiscales e Impuestos por Servicios",6548660.43
1963,"51","Timbres Fiscales",3731710.6
1963,"52","Papel Sellado",1387218.3
1963,"54","Otras Especies Fiscales",89607.64
1963,"55","Sobre Pasajes Marítimos y Aéreos",NA
1963,"56","Sobre Primas de Seguros",191718.49
1963,"57","Sobre Espectáculos Públicos",470571.84
1963,"60","Impuestos de Sucesiones y Donaciones",2622460.22
1963,"70","Impuestos por Matrículas de Vehículos",2374985
1963,"700","OTRAS RENTAS (MISCELLANEOUS)",3499532.91
1963,"713","Edificios y Construcciones",NA
1963,"722","Préstamos e Inversiones",NA
1963,"741","Impuesto de Pavimentación",NA
1963,"755","Donativos de Inst. Autónomas",NA
1963,"760","Otras Rentas N. C.",NA
1963,"800","VENTA/DAÑO PROPIEDAD FISCAL",13673
1963,"90","Otros Impuestos",2493142.26
1963,"900","INGRESOS NO RENTAS",NA
1963,"91","De Alcabala",1638490.06
1963,"92","Establecimientos Comerciales (Timbre)",172724.23
1963,"94","De Migración",72004.5
1963,"940","Devolución Gastos Años Anteriores",NA
1963,"95","""Visto Bueno"" en Ventas de Ganado",70144.72
1963,"96","Ingresos por Exhibición de Películas",98202.43
1963,"97","Derechos de Cédulas de Identidad",64803.76
1963,"99","Otros Impuestos N. C.",376772.56
1963,"990","Resultas de Cuentas",NA
1963,NA,"TOTAL INGRESOS ORDINARIOS",180525607.75
1964,"0","INGRESOS TRIBUTARIOS (TAXES)",199604068.67
1964,"10","Impuesto sobre la Renta (Total)",35762836.93
1964,"100","Consumo de Productos y Servicios",50598837.93
1964,"1000","TOTAL GENERAL DE INGRESOS",218227984.84
1964,"101","Productos Alcohólicos",22770428.26
1964,"102","Cigarrillos",9546697.66
1964,"103","Azúcar",3973385.5
1964,"107","Derivados del Petróleo",6493170.78
1964,"11","Sobre la Renta Personal",17096335.1
1964,"124","Matrículas de Vehículos",2893518
1964,"13","Sobre la Renta de Empresas",14170644.88
1964,"15","Sobre Otras Rentas",3790326.48
1964,"150","Actos Jurídicos y Transacciones",7069533.03
1964,"161","Timbres Fiscales",4201813.61
1964,"162","Papel Sellado",1582096.3
1964,"20","Patrimonio y Propiedades (Total)",10170263.47
1964,"200","INGRESOS NO TRIBUTARIOS",9951690.38
1964,"21","Vialidad Serie ""A"" (Capital Tax)",4702745.94
1964,"23","Pavimentación (Inmobiliaria)",167617.57
1964,"230","Ventas/Utilidades Artículos Estancados",1201741.45
1964,"241","Formularios y Publicaciones Oficiales",39323.86
1964,"251","Lotería Nacional",3216288.75
1964,"271","Correos (Postal)",1837455.11
1964,"279","Almacenaje en Aduanas",427727.47
1964,"281","Servicios de Puertos",502100.05
1964,"30","Transferencias de Propiedades (Total)",5056553.14
1964,"300","TRANSFERENCIAS CORRIENTES",844150.88
1964,"31","Alcabala (Onerous)",1701234.85
1964,"33","Donaciones (Gratuitous)",765522.21
1964,"35","Sucesiones (Inheritance)",2519385.04
1964,"400","OTROS INGRESOS CORRIENTES",58577.54
1964,"50","Comercio Exterior (Customs Total)",95484030.43
1964,"50","Impuestos sobre la Importación",63929548.15
1964,"500","INGRESOS DE CAPITAL (Total)",7769497.37
1964,"51","Sobre Productos Alimenticios",3936357.37
1964,"52","Sobre Bebidas y Tabacos",2178673.9
1964,"54","Sobre Combustibles y Lubricantes",9218332.95
1964,"57","Sobre Manufacturas (por Material)",22260560.97
1964,"58","Sobre Maquinaria y Material Transporte",11813677.72
1964,"70","Impuestos sobre la Exportación",31554482.28
1964,"71","Sobre el Café",30461430.31
1964,"72","Sobre el Camarón",1072090.67
1964,"741","Préstamos Directos (AID)",7749400.56
1964,NA,"TOTAL INGRESOS CORRIENTES",210458487.47
1965,NA,"Imp. sobre la renta",0
1965,NA,"Impuestos sobre el comercio exterior",0
1965,NA,"Impuestos sobre la propiedad",0
1965,NA,"Impuestos sobre transacciones internas",0
1965,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",12188000
1965,NA,"Ingresos de Capital",17479000
1965,NA,"Otros",0
1965,NA,"Total General de Ingresos (Corrientes + Capital)",242021000
1965,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",224542000
1965,NA,"Total Ingresos No Tributarios",29667000
1965,NA,"Total Ingresos Tributarios",212354000
1966,NA,"Imp. sobre la renta",0
1966,NA,"Impuestos sobre el comercio exterior",0
1966,NA,"Impuestos sobre la propiedad",0
1966,NA,"Impuestos sobre transacciones internas",0
1966,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",13396000
1966,NA,"Ingresos de Capital",8673000
1966,NA,"Otros",0
1966,NA,"Total General de Ingresos (Corrientes + Capital)",232193000
1966,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",223520000
1966,NA,"Total Ingresos No Tributarios",22069000
1966,NA,"Total Ingresos Tributarios",210124000
1967,NA,"Imp. sobre la renta",0
1967,NA,"Impuestos sobre el comercio exterior",0
1967,NA,"Impuestos sobre la propiedad",0
1967,NA,"Impuestos sobre transacciones internas",0
1967,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",14926000
1967,NA,"Ingresos de Capital",7331000
1967,NA,"Otros",0
1967,NA,"Total General de Ingresos (Corrientes + Capital)",234236000
1967,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",226905000
1967,NA,"Total Ingresos No Tributarios",22257000
1967,NA,"Total Ingresos Tributarios",211979000
1968,NA,"Imp. sobre la renta",0
1968,NA,"Impuestos sobre el comercio exterior",0
1968,NA,"Impuestos sobre la propiedad",0
1968,NA,"Impuestos sobre transacciones internas",0
1968,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",14463000
1968,NA,"Ingresos de Capital",2751000
1968,NA,"Otros",0
1968,NA,"Total General de Ingresos (Corrientes + Capital)",234233000
1968,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",231482000
1968,NA,"Total Ingresos No Tributarios",17214000
1968,NA,"Total Ingresos Tributarios",217019000
1969,"10","Derecho de Importación",57199981.62
1969,"10","IMPUESTOS SOBRE LA RENTA",38063404.74
1969,"150","IMPUESTOS Y GRAVÁMENES SOBRE ACTIVIDADES PRODUCTIVAS Y COMERCIALES, ACTOS JURIDICOS Y TRANSACCIONES",9926799.67
1969,"170","OTROS IMPUESTOS Y GRAVÁMENES DIVERSOS",705539.62
1969,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",68454789.9
1969,"20","Derecho de Exportación",27403754.02
1969,"20","Impuesto Sobre Patrimonio",17661513.28
1969,"200","INGRESOS NO TRIBUTARIOS",12855503.65
1969,"30","Impuestos Sobre Transferencia de Propiedades",7159558.25
1969,"300","TRANSFERENCIAS CORRIENTES DEL SECTOR PRIVADO",3008050.36
1969,"40","IMPUESTOS DE EMERGENCIA / Otros Ingresos Tributarios",9301882.76
1969,"400","OTROS INGRESOS CORRIENTES",214006.25
1969,NA,"Imp. sobre la renta",38063404.74
1969,NA,"Impuestos sobre el comercio exterior",84603735.64
1969,NA,"Impuestos sobre la propiedad",24821071.53
1969,NA,"Impuestos sobre transacciones internas",78381589.57
1969,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",16077560.26
1969,NA,"Ingresos de Capital",27312056.68
1969,NA,"Otros",10007422.38
1969,NA,"Total General de Ingresos (Corrientes + Capital)",279266840.8
1969,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",251954784.12
1969,NA,"Total Ingresos No Tributarios",43389616.94
1969,NA,"Total Ingresos Tributarios",235877223.86
1970,NA,"Imp. sobre la renta",0
1970,NA,"Impuestos sobre el comercio exterior",0
1970,NA,"Impuestos sobre la propiedad",0
1970,NA,"Impuestos sobre transacciones internas",0
1970,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",17245000
1970,NA,"Ingresos de Capital",32093000
1970,NA,"Otros",0
1970,NA,"Total General de Ingresos (Corrientes + Capital)",313932000
1970,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",281839000
1970,NA,"Total Ingresos No Tributarios",49338000
1970,NA,"Total Ingresos Tributarios",264594000
1971,"10","Derecho de Importación",68357194.59
1971,"10","IMPUESTOS SOBRE LA RENTA",45318277.23
1971,"150","IMPUESTOS Y GRAVÁMENES SOBRE ACTIVIDADES PRODUCTIVAS Y COMERCIALES, ACTOS JURIDICOS Y TRANSACCIONES",24630016.9
1971,"170","OTROS IMPUESTOS Y GRAVÁMENES DIVERSOS",710231.53
1971,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",77127212.01
1971,"20","Derecho de Exportación",38243509.15
1971,"20","Impuesto Sobre Patrimonio",16875996.37
1971,"200","INGRESOS NO TRIBUTARIOS",18013673.29
1971,"30","Impuestos Sobre Transferencia de Propiedades",7614190.31
1971,"300","TRANSFERENCIAS CORRIENTES DEL SECTOR PRIVADO",2620673.54
1971,"40","IMPUESTOS DE EMERGENCIA / Otros Ingresos Tributarios",80304.01
1971,"400","OTROS INGRESOS CORRIENTES",189208.87
1971,NA,"Imp. sobre la renta",45318277.23
1971,NA,"Impuestos sobre el comercio exterior",106600703.74
1971,NA,"Impuestos sobre la propiedad",24490186.68
1971,NA,"Impuestos sobre transacciones internas",101757228.91
1971,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",20823555.7
1971,NA,"Ingresos de Capital",58805663.83
1971,NA,"Otros",790535.54
1971,NA,"Total General de Ingresos (Corrientes + Capital)",358586151.63
1971,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",299780487.8
1971,NA,"Total Ingresos No Tributarios",79629219.53
1971,NA,"Total Ingresos Tributarios",278956932.1
1972,"10","Derecho de Importación",70871957.26
1972,"10","IMPUESTOS SOBRE LA RENTA",52088611.41
1972,"150","IMPUESTOS Y GRAVÁMENES SOBRE ACTIVIDADES PRODUCTIVAS Y COMERCIALES, ACTOS JURIDICOS Y TRANSACCIONES",28041275.18
1972,"170","OTROS IMPUESTOS Y GRAVÁMENES DIVERSOS",761025.43
1972,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",82070110.71
1972,"20","Derecho de Exportación",47498628.121
1972,"20","Impuesto Sobre Patrimonio",16650233.64
1972,"200","INGRESOS NO TRIBUTARIOS",17840244.5
1972,"30","Impuestos Sobre Transferencia de Propiedades",6851158.15
1972,"300","TRANSFERENCIAS CORRIENTES DEL SECTOR PRIVADO",3394807.3
1972,"40","IMPUESTOS DE EMERGENCIA / Otros Ingresos Tributarios",66105.27
1972,"400","OTROS INGRESOS CORRIENTES",246331.18
1972,NA,"Imp. sobre la renta",52088611.41
1972,NA,"Impuestos sobre el comercio exterior",118370585.381
1972,NA,"Impuestos sobre la propiedad",23501391.79
1972,NA,"Impuestos sobre transacciones internas",110111385.89
1972,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",21481382.98
1972,NA,"Ingresos de Capital",65879984.52
1972,NA,"Otros",827130.7
1972,NA,"Total General de Ingresos (Corrientes + Capital)",392260472.671
1972,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",326380488.151
1972,NA,"Total Ingresos No Tributarios",87361367.5
1972,NA,"Total Ingresos Tributarios",304899105.171
1973,"10","Derecho de Importación",78473528.22
1973,"10","IMPUESTOS SOBRE LA RENTA",62625570.3
1973,"150","IMPUESTOS Y GRAVÁMENES SOBRE ACTIVIDADES PRODUCTIVAS Y COMERCIALES, ACTOS JURIDICOS Y TRANSACCIONES",34068836.4
1973,"170","OTROS IMPUESTOS Y GRAVÁMENES DIVERSOS",771412.9
1973,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",93157215.21
1973,"20","Derecho de Exportación",76120465.65
1973,"20","Impuesto Sobre Patrimonio",18542703.86
1973,"200","INGRESOS NO TRIBUTARIOS",21976532.09
1973,"30","Impuestos Sobre Transferencia de Propiedades",12263546.53
1973,"300","TRANSFERENCIAS CORRIENTES DEL SECTOR PRIVADO",4403777.67
1973,"40","IMPUESTOS DE EMERGENCIA / Otros Ingresos Tributarios",51549.98
1973,"400","OTROS INGRESOS CORRIENTES",200619.43
1973,NA,"Imp. sobre la renta",62625570.3
1973,NA,"Impuestos sobre el comercio exterior",154593993.87
1973,NA,"Impuestos sobre la propiedad",30806250.39
1973,NA,"Impuestos sobre transacciones internas",127226051.61
1973,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",26580929.19
1973,NA,"Ingresos de Capital",74439787.39
1973,NA,"Otros",822962.88
1973,NA,"Total General de Ingresos (Corrientes + Capital)",477095545.63
1973,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",402655758.24
1973,NA,"Total Ingresos No Tributarios",101020716.58
1973,NA,"Total Ingresos Tributarios",376074829.05
1974,NA,"Imp. sobre la renta",0
1974,NA,"Impuestos sobre el comercio exterior",0
1974,NA,"Impuestos sobre la propiedad",0
